,,10.8364149,10.8474153,10.8740375,10.7791522,10.8786875,10.8806945,10.8719831,10.8608374,10.8723625,10.8759661,10.8740551,10.8582918,10.85966,10.8557791,10.8700763,10.8312276,10.8245275,10.8227198,10.83155,10.8308652,10.8300321,10.8244618,10.8227351,10.8474969,10.8425226,10.8433741,10.850079,10.8710428,10.8311481,10.8609666,10.8259899,10.8629681,10.8651766,10.8671321,10.8645113,10.8603402,10.886905,10.852994,10.8807034,10.8578573,10.8571446,10.847998,10.8620971,10.8622251,10.8542,10.8528977,10.849062,10.8792939,10.8283954,10.8826528,10.8774861,10.8288973,10.8306005,10.8740469,10.8702271,10.8413003,10.8613154,10.8596966,10.851965,10.8597454,10.8651962,10.8390765,10.8910575,10.6865573,10.8677867,10.8480847,10.8594418,10.8993417,10.8561138,10.8906882,10.8276195,10.8618137,10.8525816,10.8765019,10.8861555
,x2 values,106.6273131,106.6132329,106.6739844,106.7000103,106.6490625,106.6490952,106.6578842,106.6541922,106.6579219,106.6297453,106.6309377,106.6308586,106.6172412,106.6784937,106.6835165,106.6209334,106.620233,106.6179845,106.6118,106.6108324,106.6184812,106.6108027,106.6178794,106.6214361,106.624946,106.6255459,106.6961075,106.6145978,106.6209471,106.6541892,106.6247908,106.6118577,106.6163858,106.6181934,106.6674096,106.6983813,106.6480813,106.6267839,106.6792738,106.609876,106.6805297,106.6303105,106.656759,106.6515022,106.6806967,106.6090759,106.6114468,106.6367823,106.6239944,106.6494323,106.6252826,106.6187921,106.6135139,106.6122508,106.6769139,106.630303,106.6885672,106.711405,106.6789968,106.698888,106.6140666,106.6957999,106.6482728,106.5933897,106.6157529,106.6235761,106.7054411,106.6882903,106.6218853,106.6469474,106.6265285,106.6509349,106.6124054,106.6460305,106.6830748
10.8750803,106.6767443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.8546375,106.6911719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.8794114,106.6774318,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,6,6,0,0,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,6,0,0
,,10.8364149,10.8474153,10.8740375,10.7791522,10.8786875,10.8806945,10.8719831,10.8608374,10.8723625,10.8759661,10.8740551,10.8582918,10.85966,10.8557791,10.8700763,10.8312276,10.8245275,10.8227198,10.83155,10.8308652,10.8300321,10.8244618,10.8227351,10.8474969,10.8425226,10.8433741,10.850079,10.8710428,10.8311481,10.8609666,10.8259899,10.8629681,10.8651766,10.8671321,10.8645113,10.8603402,10.886905,10.852994,10.8807034,10.8578573,10.8571446,10.847998,10.8620971,10.8622251,10.8542,10.8528977,10.849062,10.8792939,10.8283954,10.8826528,10.8774861,10.8288973,10.8306005,10.8740469,10.8702271,10.8413003,10.8613154,10.8596966,10.851965,10.8597454,10.8651962,10.8390765,10.8910575,10.6865573,10.8677867,10.8480847,10.8594418,10.8993417,10.8561138,10.8906882,10.8276195,10.8618137,10.8525816,10.8765019,10.8861555
,x3 values,106.6273131,106.6132329,106.6739844,106.7000103,106.6490625,106.6490952,106.6578842,106.6541922,106.6579219,106.6297453,106.6309377,106.6308586,106.6172412,106.6784937,106.6835165,106.6209334,106.620233,106.6179845,106.6118,106.6108324,106.6184812,106.6108027,106.6178794,106.6214361,106.624946,106.6255459,106.6961075,106.6145978,106.6209471,106.6541892,106.6247908,106.6118577,106.6163858,106.6181934,106.6674096,106.6983813,106.6480813,106.6267839,106.6792738,106.609876,106.6805297,106.6303105,106.656759,106.6515022,106.6806967,106.6090759,106.6114468,106.6367823,106.6239944,106.6494323,106.6252826,106.6187921,106.6135139,106.6122508,106.6769139,106.630303,106.6885672,106.711405,106.6789968,106.698888,106.6140666,106.6957999,106.6482728,106.5933897,106.6157529,106.6235761,106.7054411,106.6882903,106.6218853,106.6469474,106.6265285,106.6509349,106.6124054,106.6460305,106.6830748
10.8412867,106.6239439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.8452255,106.6300284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.8677106,106.6406024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.8703511,106.6197673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.8334523,106.6267237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.8673635,106.6259528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.8759487,106.6493377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.8787583,106.6384463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.8750803,106.6767443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.8546375,106.6911719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.8794114,106.6774318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
